txn_id,customer_id,amount,payment_mode,status
73216,101,471,CARD,SUCCESS
73217,2026,3697,UPI,SUCCESS
73218,101,3225,CARD,SUCCESS
73219,101,1943,WALLET,FAILED
73220,101,2772,WALLET,FAILED
73221,101,599,UPI,SUCCESS
73222,101,2038,CARD,FAILED
73223,101,572,CARD,FAILED
73224,101,4198,WALLET,SUCCESS
73225,101,2895,WALLET,FAILED
73226,101,3674,NETBANKING,SUCCESS
73227,101,4490,CARD,SUCCESS
73228,101,4414,WALLET,SUCCESS
73229,101,2580,WALLET,SUCCESS
73230,101,3320,WALLET,SUCCESS
73231,101,2547,UPI,FAILED
73232,101,1551,UPI,SUCCESS
73233,1001,306,UPI,SUCCESS
73234,4246,3048,NETBANKING,FAILED
73235,101,2871,CARD,SUCCESS
73236,101,2574,NETBANKING,SUCCESS
73237,101,2798,CARD,SUCCESS
73238,101,4565,NETBANKING,FAILED
73239,101,4782,CARD,SUCCESS
73240,101,367,WALLET,FAILED
73241,101,213,CARD,FAILED
73242,101,2177,CARD,FAILED
73243,101,106,NETBANKING,SUCCESS
73244,101,1656,CARD,FAILED
73245,101,3763,UPI,SUCCESS
73246,101,399,UPI,SUCCESS
73247,4279,2086,NETBANKING,FAILED
73248,101,3477,NETBANKING,FAILED
73249,101,3356,UPI,FAILED
73250,101,863,CARD,FAILED
73251,101,2641,UPI,FAILED
73252,101,4432,UPI,FAILED
73253,5217,1363,WALLET,FAILED
73254,101,2105,NETBANKING,SUCCESS
73255,5018,3614,WALLET,SUCCESS
73256,7400,3045,CARD,FAILED
73257,101,3803,WALLET,SUCCESS
73258,101,2908,WALLET,FAILED
73259,101,659,WALLET,FAILED
73260,101,617,UPI,SUCCESS
73261,101,4362,WALLET,FAILED
73262,101,949,CARD,SUCCESS
73263,101,3437,CARD,SUCCESS
73264,101,2563,CARD,SUCCESS
73265,101,4393,NETBANKING,SUCCESS
73266,101,351,UPI,FAILED
73267,1461,3708,NETBANKING,FAILED
73268,101,4500,NETBANKING,SUCCESS
73269,101,4780,NETBANKING,FAILED
73270,4945,4109,CARD,SUCCESS
73271,101,2657,CARD,SUCCESS
73272,101,1334,NETBANKING,FAILED
73273,101,986,UPI,SUCCESS
73274,4969,1024,WALLET,FAILED
73275,101,2878,NETBANKING,FAILED
73276,101,1167,WALLET,SUCCESS
73277,5522,2538,CARD,SUCCESS
73278,101,1002,NETBANKING,FAILED
73279,101,4843,NETBANKING,SUCCESS
73280,101,1666,WALLET,FAILED
73281,101,1530,WALLET,FAILED
73282,101,2614,CARD,SUCCESS
73283,101,3013,UPI,SUCCESS
73284,101,1850,CARD,SUCCESS
73285,101,4117,UPI,FAILED
73286,101,4811,UPI,SUCCESS
73287,101,1797,WALLET,SUCCESS
73288,8506,2281,WALLET,SUCCESS
73289,101,1987,WALLET,SUCCESS
73290,101,4683,UPI,SUCCESS
73291,101,3643,UPI,SUCCESS
73292,101,291,WALLET,FAILED
73293,101,2075,NETBANKING,SUCCESS
73294,101,2491,CARD,FAILED
73295,101,2735,WALLET,SUCCESS
73296,101,1349,NETBANKING,FAILED
73297,7560,1708,UPI,SUCCESS
73298,101,940,UPI,FAILED
73299,101,563,NETBANKING,SUCCESS
73300,558,2508,CARD,SUCCESS
73301,101,2945,NETBANKING,FAILED
73302,101,3148,UPI,SUCCESS
73303,101,1483,CARD,SUCCESS
73304,101,4672,NETBANKING,FAILED
73305,101,4912,UPI,SUCCESS
73306,101,1231,UPI,FAILED
73307,101,2060,NETBANKING,FAILED
73308,101,3349,NETBANKING,FAILED
73309,101,4369,WALLET,SUCCESS
73310,3699,1519,UPI,SUCCESS
73311,6315,2603,NETBANKING,FAILED
73312,673,3882,UPI,SUCCESS
73313,101,2401,CARD,FAILED
73314,101,3365,UPI,SUCCESS
73315,101,340,WALLET,SUCCESS
73316,4063,1670,NETBANKING,FAILED
73317,101,4221,CARD,FAILED
73318,3045,2438,NETBANKING,FAILED
73319,5091,2269,WALLET,FAILED
73320,101,1377,UPI,SUCCESS
73321,101,519,UPI,FAILED
73322,101,3304,UPI,FAILED
73323,3661,4297,CARD,FAILED
73324,101,1751,UPI,FAILED
73325,101,4181,CARD,SUCCESS
73326,101,370,UPI,FAILED
73327,101,3698,UPI,SUCCESS
73328,1986,1467,UPI,SUCCESS
73329,101,4219,UPI,SUCCESS
73330,101,4551,WALLET,FAILED
73331,101,336,UPI,FAILED
73332,101,1927,CARD,FAILED
73333,101,3310,UPI,SUCCESS
73334,120,4509,WALLET,SUCCESS
73335,101,2782,WALLET,SUCCESS
73336,101,1001,CARD,FAILED
73337,101,1300,NETBANKING,SUCCESS
73338,101,4067,CARD,SUCCESS
73339,101,834,UPI,SUCCESS
73340,8261,3799,UPI,SUCCESS
73341,101,4023,WALLET,FAILED
73342,101,2450,CARD,FAILED
73343,101,2698,WALLET,SUCCESS
73344,101,1996,NETBANKING,FAILED
73345,101,2486,CARD,FAILED
73346,6452,1024,UPI,FAILED
73347,101,2644,CARD,FAILED
73348,452,4214,UPI,FAILED
73349,101,1064,CARD,FAILED
73350,101,2344,CARD,SUCCESS
73351,101,2813,NETBANKING,SUCCESS
73352,101,1719,CARD,FAILED
73353,4923,4877,NETBANKING,FAILED
73354,101,1330,UPI,FAILED
73355,101,1508,UPI,SUCCESS
73356,101,4636,NETBANKING,FAILED
73357,101,339,CARD,FAILED
73358,7235,1427,UPI,FAILED
73359,101,1574,WALLET,FAILED
73360,7458,1789,WALLET,SUCCESS
73361,1587,2002,WALLET,FAILED
73362,101,4175,NETBANKING,FAILED
73363,101,290,CARD,FAILED
73364,101,1468,NETBANKING,FAILED
73365,101,501,WALLET,FAILED
73366,101,3568,CARD,FAILED
73367,101,4692,NETBANKING,SUCCESS
73368,3698,2820,UPI,SUCCESS
73369,101,1265,UPI,SUCCESS
73370,101,1612,WALLET,SUCCESS
73371,101,4020,UPI,SUCCESS
73372,101,3216,WALLET,SUCCESS
73373,101,2384,CARD,SUCCESS
73374,343,2580,UPI,FAILED
73375,101,363,NETBANKING,FAILED
73376,101,3629,CARD,FAILED
73377,101,4199,WALLET,FAILED
73378,101,992,UPI,SUCCESS
73379,101,1207,CARD,SUCCESS
73380,101,475,CARD,SUCCESS
73381,101,566,WALLET,SUCCESS
73382,101,2548,NETBANKING,FAILED
73383,101,1525,CARD,SUCCESS
73384,101,229,CARD,FAILED
73385,101,1965,WALLET,SUCCESS
73386,101,535,NETBANKING,FAILED
73387,101,3106,UPI,SUCCESS
73388,3430,1302,CARD,SUCCESS
73389,101,2682,UPI,FAILED
73390,4771,4154,CARD,SUCCESS
73391,101,1494,UPI,FAILED
73392,7513,3930,UPI,FAILED
73393,101,2952,WALLET,FAILED
73394,101,843,CARD,SUCCESS
73395,822,4315,UPI,FAILED
73396,101,325,CARD,SUCCESS
73397,9572,4483,WALLET,FAILED
73398,101,4900,WALLET,SUCCESS
73399,101,4107,CARD,SUCCESS
73400,101,2736,WALLET,SUCCESS
73401,101,2988,WALLET,FAILED
73402,101,3382,UPI,SUCCESS
73403,101,794,UPI,SUCCESS
73404,7904,788,CARD,FAILED
73405,101,629,WALLET,FAILED
73406,101,2973,NETBANKING,FAILED
73407,6682,1143,NETBANKING,FAILED
73408,101,4885,CARD,FAILED
73409,101,2898,WALLET,SUCCESS
73410,101,1859,WALLET,FAILED
73411,101,4676,UPI,FAILED
73412,101,374,UPI,SUCCESS
73413,6825,1891,NETBANKING,FAILED
73414,101,1234,UPI,SUCCESS
73415,101,2629,UPI,FAILED
73416,101,2564,NETBANKING,FAILED
73417,101,2831,CARD,FAILED
73418,101,786,WALLET,FAILED
73419,101,2223,WALLET,SUCCESS
73420,101,2385,CARD,FAILED
73421,101,3311,WALLET,FAILED
73422,101,1543,WALLET,FAILED
73423,101,3662,CARD,SUCCESS
73424,101,2986,WALLET,FAILED
73425,101,4144,NETBANKING,FAILED
73426,101,4345,WALLET,FAILED
73427,101,4254,WALLET,FAILED
73428,5866,2477,CARD,SUCCESS
73429,101,4750,WALLET,SUCCESS
73430,5281,2369,WALLET,FAILED
73431,101,2868,WALLET,SUCCESS
73432,101,2780,UPI,FAILED
73433,101,3614,UPI,SUCCESS
73434,101,4896,NETBANKING,FAILED
73435,101,1811,WALLET,FAILED
73436,101,4212,UPI,SUCCESS
73437,101,4810,WALLET,FAILED
73438,101,1183,UPI,SUCCESS
73439,101,3513,NETBANKING,FAILED
73440,101,1126,CARD,FAILED
73441,874,1672,WALLET,SUCCESS
73442,101,2352,UPI,FAILED
73443,101,4574,NETBANKING,FAILED
73444,101,3823,NETBANKING,SUCCESS
73445,101,4327,UPI,SUCCESS
73446,8253,741,NETBANKING,SUCCESS
73447,101,4591,CARD,SUCCESS
73448,101,3396,WALLET,FAILED
73449,101,4640,NETBANKING,SUCCESS
73450,2580,565,NETBANKING,FAILED
73451,4754,2928,CARD,SUCCESS
73452,101,3655,CARD,SUCCESS
73453,101,4441,UPI,SUCCESS
73454,101,4776,NETBANKING,FAILED
73455,101,1615,CARD,FAILED
73456,101,4222,UPI,FAILED
73457,101,2461,WALLET,SUCCESS
73458,101,4403,WALLET,SUCCESS
73459,101,2669,UPI,SUCCESS
73460,101,1733,UPI,FAILED
73461,101,4274,WALLET,SUCCESS
73462,101,4468,CARD,FAILED
73463,101,1907,WALLET,SUCCESS
73464,101,438,NETBANKING,FAILED
73465,101,2935,WALLET,SUCCESS
73466,101,2634,NETBANKING,FAILED
73467,101,4736,CARD,FAILED
73468,101,1907,CARD,FAILED
73469,101,1748,NETBANKING,FAILED
73470,101,494,WALLET,SUCCESS
73471,101,4669,UPI,SUCCESS
73472,101,1403,WALLET,FAILED
73473,744,1907,UPI,SUCCESS
73474,101,286,UPI,FAILED
73475,101,474,CARD,SUCCESS
73476,101,869,UPI,SUCCESS
73477,1355,4106,NETBANKING,SUCCESS
73478,101,552,CARD,FAILED
73479,101,354,UPI,SUCCESS
73480,6425,2007,CARD,SUCCESS
73481,101,1021,WALLET,SUCCESS
73482,101,2489,CARD,FAILED
73483,1155,4004,UPI,SUCCESS
73484,101,3609,NETBANKING,SUCCESS
73485,3321,1478,WALLET,SUCCESS
73486,101,4493,CARD,SUCCESS
73487,101,2533,UPI,SUCCESS
73488,101,2562,WALLET,FAILED
73489,101,4291,WALLET,SUCCESS
73490,3736,3423,CARD,FAILED
73491,610,2591,WALLET,FAILED
73492,101,4562,CARD,FAILED
73493,101,525,UPI,SUCCESS
73494,101,1899,NETBANKING,FAILED
73495,101,901,UPI,FAILED
73496,101,2891,CARD,SUCCESS
73497,101,1430,NETBANKING,FAILED
73498,1212,1886,CARD,FAILED
73499,101,1178,UPI,SUCCESS
73500,101,208,NETBANKING,SUCCESS
73501,101,3680,CARD,FAILED
73502,101,2594,UPI,SUCCESS
73503,101,2343,NETBANKING,FAILED
73504,6140,3608,CARD,FAILED
73505,101,2118,UPI,FAILED
73506,101,967,NETBANKING,SUCCESS
73507,9596,4161,UPI,FAILED
73508,5115,2147,WALLET,SUCCESS
73509,101,2358,CARD,FAILED
73510,101,4216,NETBANKING,SUCCESS
73511,101,2309,NETBANKING,FAILED
73512,101,2510,NETBANKING,FAILED
73513,7356,4071,UPI,FAILED
73514,101,1568,UPI,FAILED
73515,1002,2156,WALLET,SUCCESS
73516,101,3023,NETBANKING,FAILED
73517,1137,4529,CARD,FAILED
73518,1150,1745,UPI,SUCCESS
73519,101,3271,UPI,FAILED
73520,101,648,WALLET,SUCCESS
73521,101,947,NETBANKING,FAILED
73522,101,809,NETBANKING,FAILED
73523,101,1861,NETBANKING,FAILED
73524,101,2839,NETBANKING,FAILED
73525,101,1841,WALLET,SUCCESS
73526,101,4879,CARD,FAILED
73527,101,897,CARD,SUCCESS
73528,101,3348,CARD,SUCCESS
73529,1201,2249,CARD,SUCCESS
73530,101,1348,CARD,FAILED
73531,101,1199,WALLET,FAILED
73532,5359,803,CARD,FAILED
73533,101,740,NETBANKING,SUCCESS
73534,101,865,CARD,SUCCESS
73535,101,3528,NETBANKING,SUCCESS
73536,5037,879,NETBANKING,FAILED
73537,101,423,CARD,FAILED
73538,6429,3564,UPI,FAILED
73539,101,3269,WALLET,SUCCESS
73540,101,259,CARD,SUCCESS
73541,5325,234,NETBANKING,FAILED
73542,101,2667,WALLET,FAILED
73543,101,1358,WALLET,FAILED
73544,101,1094,NETBANKING,FAILED
73545,101,165,CARD,SUCCESS
73546,101,820,CARD,FAILED
73547,101,1406,WALLET,SUCCESS
73548,101,2849,UPI,SUCCESS
73549,101,4058,NETBANKING,SUCCESS
73550,101,2609,UPI,FAILED
73551,101,4824,CARD,FAILED
73552,101,3028,CARD,SUCCESS
73553,101,2724,UPI,SUCCESS
73554,101,3506,NETBANKING,SUCCESS
73555,101,759,WALLET,FAILED
73556,101,3356,CARD,SUCCESS
73557,101,2927,NETBANKING,SUCCESS
73558,101,3501,UPI,SUCCESS
73559,101,608,CARD,FAILED
73560,101,3138,UPI,FAILED
73561,101,4917,NETBANKING,SUCCESS
73562,2195,154,UPI,SUCCESS
73563,101,2901,CARD,SUCCESS
73564,101,1258,WALLET,FAILED
73565,101,2130,WALLET,FAILED
73566,101,221,UPI,SUCCESS
73567,8348,4036,CARD,SUCCESS
73568,101,3704,UPI,SUCCESS
73569,101,1807,WALLET,SUCCESS
73570,101,1413,NETBANKING,SUCCESS
73571,101,3777,CARD,FAILED
73572,2942,1422,UPI,FAILED
73573,101,2795,NETBANKING,SUCCESS
73574,101,245,WALLET,SUCCESS
73575,101,260,NETBANKING,FAILED
73576,101,1448,NETBANKING,FAILED
73577,101,618,UPI,FAILED
73578,101,1820,WALLET,FAILED
73579,101,856,WALLET,FAILED
73580,101,4143,CARD,SUCCESS
73581,101,2514,WALLET,FAILED
73582,101,1484,UPI,SUCCESS
73583,101,3056,WALLET,SUCCESS
73584,101,2990,CARD,FAILED
73585,101,299,CARD,FAILED
73586,101,3074,UPI,FAILED
73587,101,1353,CARD,SUCCESS
73588,8003,1203,UPI,SUCCESS
73589,101,430,NETBANKING,SUCCESS
73590,6212,3739,CARD,FAILED
73591,101,3496,UPI,FAILED
73592,101,2449,WALLET,FAILED
73593,101,3750,WALLET,FAILED
73594,101,225,NETBANKING,SUCCESS
73595,101,4859,UPI,SUCCESS
73596,101,965,NETBANKING,FAILED
73597,101,1338,NETBANKING,SUCCESS
73598,101,1184,CARD,FAILED
73599,101,2123,UPI,FAILED
73600,5830,1255,WALLET,SUCCESS
73601,3956,2453,UPI,SUCCESS
73602,101,2338,UPI,SUCCESS
73603,9449,1856,UPI,FAILED
73604,6196,3429,NETBANKING,FAILED
73605,101,3903,NETBANKING,FAILED
73606,101,3624,WALLET,FAILED
73607,101,2495,WALLET,FAILED
73608,101,1468,WALLET,SUCCESS
73609,101,4655,NETBANKING,SUCCESS
73610,101,4258,NETBANKING,SUCCESS
73611,101,4984,UPI,SUCCESS
73612,101,4486,UPI,FAILED
73613,101,3762,CARD,FAILED
73614,101,4550,CARD,SUCCESS
73615,101,1926,NETBANKING,FAILED
73616,1577,3038,CARD,SUCCESS
73617,101,1828,UPI,FAILED
73618,9286,684,UPI,SUCCESS
73619,101,3402,CARD,SUCCESS
73620,101,922,WALLET,SUCCESS
73621,101,1422,NETBANKING,FAILED
73622,6784,1671,WALLET,SUCCESS
73623,5508,3544,WALLET,FAILED
73624,101,1349,CARD,FAILED
73625,101,3869,NETBANKING,FAILED
73626,101,3801,WALLET,FAILED
73627,5473,729,CARD,FAILED
73628,101,1815,CARD,SUCCESS
73629,101,2222,UPI,SUCCESS
73630,101,665,NETBANKING,FAILED
73631,1147,2171,UPI,SUCCESS
73632,101,728,WALLET,FAILED
73633,404,1236,NETBANKING,FAILED
73634,101,627,NETBANKING,SUCCESS
73635,101,3723,CARD,SUCCESS
73636,3456,3917,UPI,SUCCESS
73637,3754,3940,UPI,FAILED
73638,101,287,CARD,SUCCESS
73639,101,208,CARD,SUCCESS
73640,101,3676,WALLET,FAILED
73641,101,4847,UPI,SUCCESS
73642,101,4060,UPI,SUCCESS
73643,101,4660,NETBANKING,SUCCESS
73644,101,4683,CARD,SUCCESS
73645,101,813,UPI,FAILED
73646,5429,2239,NETBANKING,FAILED
73647,101,3743,CARD,FAILED
73648,101,4869,CARD,SUCCESS
73649,101,1316,CARD,FAILED
73650,101,1026,UPI,FAILED
73651,101,3674,NETBANKING,SUCCESS
73652,7071,1965,NETBANKING,SUCCESS
73653,101,4733,NETBANKING,FAILED
73654,101,2672,CARD,SUCCESS
73655,101,2862,UPI,FAILED
73656,101,133,NETBANKING,FAILED
73657,101,2823,NETBANKING,FAILED
73658,101,1364,NETBANKING,SUCCESS
73659,101,1894,NETBANKING,SUCCESS
73660,101,3957,NETBANKING,SUCCESS
73661,101,1764,WALLET,FAILED
73662,101,2634,CARD,SUCCESS
73663,101,3550,WALLET,SUCCESS
73664,9434,4646,WALLET,FAILED
73665,101,3735,NETBANKING,FAILED
73666,101,167,NETBANKING,SUCCESS
73667,1952,4644,WALLET,SUCCESS
73668,101,770,NETBANKING,FAILED
73669,101,3668,WALLET,SUCCESS
73670,5153,3680,CARD,SUCCESS
73671,101,1613,CARD,SUCCESS
73672,101,4405,NETBANKING,SUCCESS
73673,101,1575,CARD,FAILED
73674,101,4160,UPI,SUCCESS
73675,101,1316,UPI,SUCCESS
73676,4405,4020,WALLET,FAILED
73677,1939,3078,NETBANKING,FAILED
73678,3897,4999,NETBANKING,SUCCESS
73679,101,2901,NETBANKING,FAILED
73680,101,1445,NETBANKING,SUCCESS
73681,8496,4270,CARD,FAILED
73682,101,1125,UPI,SUCCESS
73683,101,4224,CARD,FAILED
73684,101,3030,WALLET,FAILED
73685,101,612,UPI,FAILED
73686,101,4723,WALLET,SUCCESS
73687,101,4002,CARD,SUCCESS
73688,101,4334,NETBANKING,SUCCESS
73689,101,3815,WALLET,FAILED
73690,101,4401,NETBANKING,SUCCESS
73691,101,4752,UPI,FAILED
73692,101,367,CARD,SUCCESS
73693,101,2370,CARD,FAILED
73694,101,2138,UPI,FAILED
73695,101,4911,CARD,FAILED
73696,101,3307,UPI,SUCCESS
73697,2747,2178,NETBANKING,FAILED
73698,101,955,UPI,FAILED
73699,101,2000,NETBANKING,FAILED
73700,1645,2689,NETBANKING,SUCCESS
73701,101,3082,CARD,SUCCESS
73702,101,3434,NETBANKING,SUCCESS
73703,101,948,NETBANKING,SUCCESS
73704,101,544,WALLET,FAILED
73705,101,2105,UPI,FAILED
73706,374,1170,CARD,SUCCESS
73707,101,1222,UPI,FAILED
73708,101,4902,WALLET,SUCCESS
73709,101,2293,UPI,FAILED
73710,101,889,UPI,FAILED
73711,101,4801,WALLET,SUCCESS
73712,9209,2698,WALLET,SUCCESS
73713,5956,1181,WALLET,FAILED
73714,101,564,CARD,FAILED
73715,101,3224,WALLET,SUCCESS
73716,101,4776,WALLET,SUCCESS
73717,1221,4194,NETBANKING,SUCCESS
73718,101,1331,UPI,SUCCESS
73719,101,842,WALLET,SUCCESS
73720,101,692,CARD,SUCCESS
73721,101,2030,WALLET,SUCCESS
73722,4182,3311,WALLET,FAILED
73723,7998,1446,WALLET,SUCCESS
73724,101,4537,WALLET,FAILED
73725,101,1457,WALLET,SUCCESS
73726,101,1415,UPI,SUCCESS
73727,2476,2332,WALLET,FAILED
73728,9703,4657,WALLET,FAILED
73729,101,1609,CARD,SUCCESS
73730,101,4249,NETBANKING,FAILED
73731,101,2643,WALLET,SUCCESS
73732,4621,4418,UPI,SUCCESS
73733,101,4465,CARD,SUCCESS
73734,101,4105,WALLET,FAILED
73735,3477,3925,CARD,FAILED
73736,303,4907,NETBANKING,SUCCESS
73737,101,1388,CARD,SUCCESS
73738,101,2091,UPI,FAILED
73739,101,893,WALLET,SUCCESS
73740,101,2556,CARD,FAILED
73741,101,1166,CARD,FAILED
73742,4169,3466,NETBANKING,SUCCESS
73743,101,326,WALLET,SUCCESS
73744,101,203,WALLET,FAILED
73745,101,2589,CARD,FAILED
73746,101,4834,CARD,SUCCESS
73747,4496,2846,NETBANKING,SUCCESS
73748,101,2488,CARD,FAILED
73749,101,886,CARD,FAILED
73750,101,2237,NETBANKING,SUCCESS
73751,101,2329,CARD,SUCCESS
73752,101,1487,CARD,FAILED
73753,101,3916,WALLET,SUCCESS
73754,101,2328,WALLET,FAILED
73755,101,195,WALLET,FAILED
73756,101,2244,WALLET,SUCCESS
73757,101,2599,UPI,SUCCESS
73758,393,3230,WALLET,FAILED
73759,101,2674,CARD,FAILED
73760,101,541,NETBANKING,FAILED
73761,101,2165,NETBANKING,FAILED
73762,101,2691,WALLET,SUCCESS
73763,988,3036,NETBANKING,SUCCESS
73764,4185,593,UPI,SUCCESS
73765,101,3021,UPI,FAILED
73766,101,956,CARD,FAILED
73767,8809,2198,WALLET,FAILED
73768,101,2613,UPI,FAILED
73769,101,2826,NETBANKING,SUCCESS
73770,101,1244,UPI,SUCCESS
73771,101,111,NETBANKING,SUCCESS
73772,101,2847,CARD,SUCCESS
73773,5533,1856,UPI,FAILED
73774,101,4161,WALLET,SUCCESS
73775,101,3703,UPI,SUCCESS
73776,101,3302,UPI,SUCCESS
73777,101,3922,UPI,FAILED
73778,101,963,CARD,FAILED
73779,7978,4930,WALLET,SUCCESS
73780,7383,3570,NETBANKING,FAILED
73781,3459,1256,NETBANKING,FAILED
73782,101,4861,CARD,FAILED
73783,101,4465,WALLET,SUCCESS
73784,101,539,UPI,SUCCESS
73785,101,2576,WALLET,SUCCESS
73786,101,1080,CARD,SUCCESS
73787,101,2649,CARD,SUCCESS
73788,101,1487,CARD,FAILED
73789,101,3542,WALLET,FAILED
73790,5708,4282,UPI,SUCCESS
73791,101,4196,CARD,SUCCESS
73792,101,3032,WALLET,FAILED
73793,101,1179,CARD,SUCCESS
73794,101,4765,NETBANKING,FAILED
73795,101,785,WALLET,SUCCESS
73796,101,3288,WALLET,SUCCESS
73797,101,4398,UPI,FAILED
73798,101,3819,CARD,FAILED
73799,101,1392,UPI,SUCCESS
73800,101,4408,NETBANKING,FAILED
73801,101,1000,UPI,FAILED
73802,9635,4830,NETBANKING,SUCCESS
73803,101,703,UPI,SUCCESS
73804,101,433,UPI,SUCCESS
73805,101,2067,WALLET,SUCCESS
73806,101,660,WALLET,SUCCESS
73807,101,1002,WALLET,SUCCESS
73808,101,3629,WALLET,SUCCESS
73809,101,4516,WALLET,SUCCESS
73810,101,1844,CARD,FAILED
73811,101,3191,CARD,SUCCESS
73812,101,1304,CARD,SUCCESS
73813,101,3188,CARD,FAILED
73814,101,532,CARD,SUCCESS
73815,101,812,UPI,SUCCESS
73816,101,2417,NETBANKING,SUCCESS
73817,8294,2113,NETBANKING,SUCCESS
73818,101,4296,CARD,FAILED
73819,3770,260,WALLET,FAILED
73820,101,1423,CARD,FAILED
73821,101,2651,UPI,FAILED
73822,101,4331,UPI,FAILED
73823,101,4189,UPI,FAILED
73824,101,4252,CARD,SUCCESS
73825,3156,1004,WALLET,FAILED
73826,101,4050,WALLET,SUCCESS
73827,3910,5000,NETBANKING,SUCCESS
73828,101,3298,NETBANKING,SUCCESS
73829,101,1914,WALLET,FAILED
73830,101,593,WALLET,SUCCESS
73831,101,2670,NETBANKING,SUCCESS
73832,101,3709,UPI,SUCCESS
73833,101,1350,CARD,SUCCESS
73834,101,667,UPI,SUCCESS
73835,101,2093,WALLET,SUCCESS
73836,101,237,UPI,FAILED
73837,101,861,UPI,FAILED
73838,101,4684,CARD,FAILED
73839,101,636,NETBANKING,SUCCESS
73840,101,4665,NETBANKING,SUCCESS
73841,101,4381,NETBANKING,FAILED
73842,7791,4140,CARD,FAILED
73843,101,2623,NETBANKING,SUCCESS
73844,101,3123,WALLET,FAILED
73845,101,1110,NETBANKING,SUCCESS
73846,101,1452,UPI,SUCCESS
73847,101,4841,NETBANKING,FAILED
73848,101,1698,UPI,SUCCESS
73849,101,2732,CARD,SUCCESS
73850,101,600,WALLET,SUCCESS
73851,869,3086,CARD,FAILED
73852,101,2144,WALLET,SUCCESS
73853,101,4655,UPI,FAILED
73854,101,2329,NETBANKING,FAILED
73855,101,415,NETBANKING,SUCCESS
73856,101,1114,NETBANKING,SUCCESS
73857,101,1584,CARD,SUCCESS
73858,101,4079,UPI,FAILED
73859,2695,3264,CARD,SUCCESS
73860,101,3189,NETBANKING,FAILED
73861,101,2751,NETBANKING,FAILED
73862,101,2730,NETBANKING,SUCCESS
73863,101,786,UPI,FAILED
73864,101,2504,WALLET,SUCCESS
73865,5961,2453,WALLET,FAILED
73866,101,146,NETBANKING,FAILED
73867,4199,3379,WALLET,SUCCESS
73868,101,197,NETBANKING,FAILED
73869,101,840,UPI,FAILED
73870,101,384,CARD,FAILED
73871,101,2723,CARD,FAILED
73872,101,1007,UPI,FAILED
73873,6045,1589,WALLET,SUCCESS
73874,101,886,NETBANKING,FAILED
73875,101,4546,NETBANKING,SUCCESS
73876,101,2758,CARD,SUCCESS
73877,101,3850,UPI,FAILED
73878,101,4087,UPI,SUCCESS
73879,101,4536,UPI,FAILED
73880,101,3804,NETBANKING,FAILED
73881,101,3045,NETBANKING,FAILED
73882,101,1031,UPI,SUCCESS
73883,101,3008,CARD,FAILED
73884,101,4655,UPI,FAILED
73885,7497,3592,WALLET,FAILED
73886,101,1213,UPI,FAILED
73887,101,2220,CARD,FAILED
73888,101,3996,CARD,SUCCESS
73889,9528,3876,WALLET,SUCCESS
73890,101,780,CARD,FAILED
73891,101,3431,CARD,SUCCESS
73892,101,694,CARD,SUCCESS
73893,101,2852,NETBANKING,FAILED
73894,101,4505,CARD,SUCCESS
73895,2912,1622,UPI,SUCCESS
73896,5020,3656,UPI,FAILED
73897,101,274,CARD,SUCCESS
73898,101,3647,UPI,SUCCESS
73899,101,1177,NETBANKING,SUCCESS
73900,101,4526,NETBANKING,FAILED
73901,126,731,WALLET,FAILED
73902,101,4590,UPI,FAILED
73903,101,3490,UPI,SUCCESS
73904,101,4852,NETBANKING,SUCCESS
73905,101,3360,WALLET,FAILED
73906,101,3330,WALLET,SUCCESS
73907,101,4722,CARD,FAILED
73908,5284,3896,NETBANKING,SUCCESS
73909,1640,3857,CARD,SUCCESS
73910,101,1949,WALLET,FAILED
73911,101,1704,UPI,FAILED
73912,101,3531,UPI,SUCCESS
73913,101,1262,NETBANKING,FAILED
73914,3141,3395,CARD,SUCCESS
73915,101,2825,NETBANKING,FAILED
73916,101,1593,WALLET,SUCCESS
73917,101,552,WALLET,SUCCESS
73918,6451,4094,NETBANKING,FAILED
73919,101,1882,UPI,FAILED
73920,4442,2889,CARD,SUCCESS
73921,101,193,CARD,SUCCESS
73922,101,3584,NETBANKING,SUCCESS
73923,101,3746,NETBANKING,FAILED
73924,101,424,UPI,FAILED
73925,101,1945,WALLET,SUCCESS
73926,101,1075,UPI,FAILED
73927,101,903,UPI,FAILED
73928,101,1825,UPI,FAILED
73929,101,2526,UPI,FAILED
73930,101,2225,UPI,SUCCESS
73931,101,3452,CARD,SUCCESS
73932,99,3406,UPI,FAILED
73933,101,1555,CARD,SUCCESS
73934,101,3659,WALLET,FAILED
73935,101,511,UPI,FAILED
73936,101,3989,CARD,SUCCESS
73937,101,867,NETBANKING,FAILED
73938,101,3527,UPI,SUCCESS
73939,101,1625,NETBANKING,FAILED
73940,101,2736,UPI,FAILED
73941,101,704,CARD,FAILED
73942,101,4845,CARD,SUCCESS
73943,498,4128,UPI,SUCCESS
73944,101,2078,UPI,FAILED
73945,101,2376,WALLET,SUCCESS
73946,101,764,UPI,FAILED
73947,101,2786,NETBANKING,SUCCESS
73948,6918,1854,NETBANKING,FAILED
73949,101,3239,NETBANKING,SUCCESS
73950,110,3466,CARD,FAILED
73951,101,3889,NETBANKING,SUCCESS
73952,101,3343,WALLET,FAILED
73953,9675,4386,WALLET,SUCCESS
